"",BigFive_10_1,BigFive_10_2,BigFive_10_6,BigFive_10_8,BigFive_11_1,BigFive_11_2,BigFive_11_6,BigFive_11_8,BigFive_12_1,BigFive_12_2,BigFive_12_6,BigFive_12_8,BigFive_13_1,BigFive_13_2,BigFive_13_6,BigFive_13_8,BigFive_14_1,BigFive_14_2,BigFive_14_6,BigFive_14_8,BigFive_15_1,BigFive_15_2,BigFive_15_6,BigFive_15_8,BigFive_16_1,BigFive_16_2,BigFive_16_6,BigFive_16_8,BigFive_17_1,BigFive_17_2,BigFive_17_6,BigFive_17_8,BigFive_18_1,BigFive_18_2,BigFive_18_6,BigFive_18_8,BigFive_19_1,BigFive_19_2,BigFive_19_6,BigFive_19_8,BigFive_1_1,BigFive_1_2,BigFive_1_6,BigFive_1_8,BigFive_20_1,BigFive_20_2,BigFive_20_6,BigFive_20_8,BigFive_21_1,BigFive_21_2,BigFive_21_6,BigFive_21_8,BigFive_22_1,BigFive_22_2,BigFive_22_6,BigFive_22_8,BigFive_23_1,BigFive_23_2,BigFive_23_6,BigFive_23_8,BigFive_24_1,BigFive_24_2,BigFive_24_6,BigFive_24_8,BigFive_25_1,BigFive_25_2,BigFive_25_6,BigFive_25_8,BigFive_26_1,BigFive_26_2,BigFive_26_6,BigFive_26_8,BigFive_27_1,BigFive_27_2,BigFive_27_6,BigFive_27_8,BigFive_28_1,BigFive_28_2,BigFive_28_6,BigFive_28_8,BigFive_29_1,BigFive_29_2,BigFive_29_6,BigFive_29_8,BigFive_2_1,BigFive_2_2,BigFive_2_6,BigFive_2_8,BigFive_30_1,BigFive_30_2,BigFive_30_6,BigFive_30_8,BigFive_31_1,BigFive_31_2,BigFive_31_6,BigFive_31_8,BigFive_32_1,BigFive_32_2,BigFive_32_6,BigFive_32_8,BigFive_33_1,BigFive_33_2,BigFive_33_6,BigFive_33_8,BigFive_34_1,BigFive_34_2,BigFive_34_6,BigFive_34_8,BigFive_35_1,BigFive_35_2,BigFive_35_6,BigFive_35_8,BigFive_36_1,BigFive_36_2,BigFive_36_6,BigFive_36_8,BigFive_37_1,BigFive_37_2,BigFive_37_6,BigFive_37_8,BigFive_38_1,BigFive_38_2,BigFive_38_6,BigFive_38_8,BigFive_39_1,BigFive_39_2,BigFive_39_6,BigFive_39_8,BigFive_3_1,BigFive_3_2,BigFive_3_6,BigFive_3_8,BigFive_40_1,BigFive_40_2,BigFive_40_6,BigFive_40_8,BigFive_41_1,BigFive_41_2,BigFive_41_6,BigFive_41_8,BigFive_42_1,BigFive_42_2,BigFive_42_6,BigFive_42_8,BigFive_43_1,BigFive_43_2,BigFive_43_6,BigFive_43_8,BigFive_44_1,BigFive_44_2,BigFive_44_6,BigFive_44_8,BigFive_4_1,BigFive_4_2,BigFive_4_6,BigFive_4_8,BigFive_5_1,BigFive_5_2,BigFive_5_6,BigFive_5_8,BigFive_6_1,BigFive_6_2,BigFive_6_6,BigFive_6_8,BigFive_7_1,BigFive_7_2,BigFive_7_6,BigFive_7_8,BigFive_8_1,BigFive_8_2,BigFive_8_6,BigFive_8_8,BigFive_9_1,BigFive_9_2,BigFive_9_6,BigFive_9_8,egoid,Agreeableness,Conscientiousness,Extraversion,Neuroticism,Openness
533,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,43581,3.055556,2.555556,4.250000,3.687500,3.005556
536,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,91551,3.370370,3.925926,4.416667,1.875000,4.155556
539,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,33657,4.305556,3.166667,2.437500,3.437500,3.461111
543,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,65656,4.305556,3.888889,3.781250,2.437500,4.038889
545,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,36117,3.555556,3.972222,2.906250,2.656250,3.544444
546,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,82587,3.666667,3.777778,2.583333,3.523810,3.151852
550,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,26320,4.055556,3.722222,3.843750,3.343750,3.933333
551,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,77532,4.037037,3.888889,4.333333,3.125000,3.755555
552,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,92515,3.916667,3.833333,2.343750,2.812500,3.241667
553,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,97844,4.555556,3.333333,4.416667,2.416667,2.848148
557,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,49790,4.481481,3.629630,4.583333,2.000000,4.055556
562,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,15181,4.074074,3.777778,2.375000,2.541667,3.544444
564,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,78657,3.777778,3.259259,2.750000,3.083333,3.644444
566,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,4.0,2.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,48154,4.611111,4.250000,4.250000,2.031250,3.002778
569,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,51495,3.629630,4.555555,4.666667,3.083333,2.948148
571,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,21793,3.500000,4.055556,2.687500,2.687500,2.861111
